display_name	item_id	type_a	type_b	max_stack	rank
Heat Resistant Hexolite Armor Schematic 4	Blueprint_SFArmorHeat_5	Blueprint	Blueprint	9999	1
Heat Resistant Metal Armor	CopperArmorHeat	Armor	ArmorBody	1	2
Heat Resistant Metal Armor	CopperArmorHeat_2	Armor	ArmorBody	1	2
Heat Resistant Metal Armor	CopperArmorHeat_3	Armor	ArmorBody	1	2
Heat Resistant Metal Armor	CopperArmorHeat_4	Armor	ArmorBody	1	2
Heat Resistant Metal Armor	CopperArmorHeat_5	Armor	ArmorBody	1	2
Heat Resistant Metal Armor Schematic 1	Blueprint_CopperArmorHeat_2	Blueprint	Blueprint	9999	1
Heat Resistant Metal Armor Schematic 2	Blueprint_CopperArmorHeat_3	Blueprint	Blueprint	9999	1
Heat Resistant Metal Armor Schematic 3	Blueprint_CopperArmorHeat_4	Blueprint	Blueprint	9999	1
Heat Resistant Metal Armor Schematic 4	Blueprint_CopperArmorHeat_5	Blueprint	Blueprint	9999	1
Heat Resistant Pal Metal Armor	StealArmorHeat	Armor	ArmorBody	1	4
Heat Resistant Pal Metal Armor	StealArmorHeat_2	Armor	ArmorBody	1	4
Heat Resistant Pal Metal Armor	StealArmorHeat_3	Armor	ArmorBody	1	4
Heat Resistant Pal Metal Armor	StealArmorHeat_4	Armor	ArmorBody	1	4
Heat Resistant Pal Metal Armor	StealArmorHeat_5	Armor	ArmorBody	1	4
Heat Resistant Pal Metal Armor Schematic 1	Blueprint_StealArmorHeat_2	Blueprint	Blueprint	9999	1
Heat Resistant Pal Metal Armor Schematic 2	Blueprint_StealArmorHeat_3	Blueprint	Blueprint	9999	1
Heat Resistant Pal Metal Armor Schematic 3	Blueprint_StealArmorHeat_4	Blueprint	Blueprint	9999	1
Heat Resistant Pal Metal Armor Schematic 4	Blueprint_StealArmorHeat_5	Blueprint	Blueprint	9999	1
Heat Resistant Pelt Armor	FurArmorHeat	Armor	ArmorBody	1	2
Heat Resistant Pelt Armor	FurArmorHeat_2	Armor	ArmorBody	1	2
Heat Resistant Pelt Armor	FurArmorHeat_3	Armor	ArmorBody	1	2
Heat Resistant Pelt Armor	FurArmorHeat_4	Armor	ArmorBody	1	2
Heat Resistant Pelt Armor	FurArmorHeat_5	Armor	ArmorBody	1	2
Heat Resistant Pelt Armor Schematic 1	Blueprint_FurArmorHeat_2	Blueprint	Blueprint	9999	1
Heat Resistant Pelt Armor Schematic 2	Blueprint_FurArmorHeat_3	Blueprint	Blueprint	9999	1
Heat Resistant Pelt Armor Schematic 3	Blueprint_FurArmorHeat_4	Blueprint	Blueprint	9999	1
Heat Resistant Pelt Armor Schematic 4	Blueprint_FurArmorHeat_5	Blueprint	Blueprint	9999	1
Heat Resistant Plasteel Armor	PlasticArmorHeat	Armor	ArmorBody	1	4
Heat Resistant Plasteel Armor	PlasticArmorHeat_2	Armor	ArmorBody	1	4
Heat Resistant Plasteel Armor	PlasticArmorHeat_3	Armor	ArmorBody	1	4
Heat Resistant Plasteel Armor	PlasticArmorHeat_4	Armor	ArmorBody	1	4
Heat Resistant Plasteel Armor	PlasticArmorHeat_5	Armor	ArmorBody	1	4
Heat Resistant Plasteel Armor Schematic 1	Blueprint_PlasticArmorHeat_2	Blueprint	Blueprint	9999	1
Heat Resistant Plasteel Armor Schematic 2	Blueprint_PlasticArmorHeat_3	Blueprint	Blueprint	9999	1
Heat Resistant Plasteel Armor Schematic 3	Blueprint_PlasticArmorHeat_4	Blueprint	Blueprint	9999	1
Heat Resistant Plasteel Armor Schematic 4	Blueprint_PlasticArmorHeat_5	Blueprint	Blueprint	9999	1
Heat Resistant Refined Metal Armor	IronArmorHeat	Armor	ArmorBody	1	3
Heat Resistant Refined Metal Armor	IronArmorHeat_2	Armor	ArmorBody	1	3
Heat Resistant Refined Metal Armor	IronArmorHeat_3	Armor	ArmorBody	1	3
Heat Resistant Refined Metal Armor	IronArmorHeat_4	Armor	ArmorBody	1	3
Heat Resistant Refined Metal Armor	IronArmorHeat_5	Armor	ArmorBody	1	3
Heat Resistant Refined Metal Armor Schematic 1	Blueprint_IronArmorHeat_2	Blueprint	Blueprint	9999	1
Heat Resistant Refined Metal Armor Schematic 2	Blueprint_IronArmorHeat_3	Blueprint	Blueprint	9999	1
Heat Resistant Refined Metal Armor Schematic 3	Blueprint_IronArmorHeat_4	Blueprint	Blueprint	9999	1
Heat Resistant Refined Metal Armor Schematic 4	Blueprint_IronArmorHeat_5	Blueprint	Blueprint	9999	1
Heat Resistant Undershirt	Accessory_HeatResist_1	Accessory	Accessory	1	2
Heat Resistant Undershirt	Accessory_HeatResist_2	Accessory	Accessory	1	2
Heat Resistant Undershirt	Accessory_HeatResist_3	Accessory	Accessory	1	2
Heat-Resistant Ancient Armor	AncientArmorHeat	Armor	ArmorBody	1	10
Heat-Resistant Ancient Armor	AncientArmorHeat_2	Armor	ArmorBody	1	10
Heat-Resistant Ancient Armor	AncientArmorHeat_3	Armor	ArmorBody	1	10
Heat-Resistant Ancient Armor	AncientArmorHeat_4	Armor	ArmorBody	1	10
Heat-Resistant Ancient Armor	AncientArmorHeat_5	Armor	ArmorBody	1	10
Heat-Resistant Ancient Armor Schematic 1	Blueprint_AncientArmorHeat_2	Blueprint	Blueprint	9999	1
Heat-Resistant Ancient Armor Schematic 2	Blueprint_AncientArmorHeat_3	Blueprint	Blueprint	9999	1
Heat-Resistant Ancient Armor Schematic 3	Blueprint_AncientArmorHeat_4	Blueprint	Blueprint	9999	1
Heat-Resistant Ancient Armor Schematic 4	Blueprint_AncientArmorHeat_5	Blueprint	Blueprint	9999	1
Heat-Resistant Undershirt Schematic	Blueprint_Accessory_HeatResist_1_2	Blueprint	Blueprint	9999	8
Heavy Assault Rifle	SkyAssaultRifle	Weapon	WeaponAssaultRifle	1	10
Heavy Assault Rifle	SkyAssaultRifle_2	Weapon	WeaponAssaultRifle	1	10
Heavy Assault Rifle	SkyAssaultRifle_3	Weapon	WeaponAssaultRifle	1	10
Heavy Assault Rifle	SkyAssaultRifle_4	Weapon	WeaponAssaultRifle	1	10
Heavy Assault Rifle	SkyAssaultRifle_5	Weapon	WeaponAssaultRifle	1	10
Heavy Assault Rifle Ammo	SkyAssaultRifleBullet	Ammo	ConsumeBullet	9999	10
Heavy Assault Rifle Schematic 1	Blueprint_SkyAssaultRifle_2	Blueprint	Blueprint	9999	1
Heavy Assault Rifle Schematic 2	Blueprint_SkyAssaultRifle_3	Blueprint	Blueprint	9999	1
Heavy Assault Rifle Schematic 3	Blueprint_SkyAssaultRifle_4	Blueprint	Blueprint	9999	1
Heavy Assault Rifle Schematic 4	Blueprint_SkyAssaultRifle_5	Blueprint	Blueprint	9999	1
Heavy Weight Module	SphereModule_Heavy	SphereModule	SphereModule	1	1
Helmet	Head006	Armor	ArmorHead	1	1
Helmet	Head006_2	Armor	ArmorHead	1	1
Helmet	Head006_3	Armor	ArmorHead	1	1
Helmet	Head006_4	Armor	ArmorHead	1	1
Helmet	Head006_5	Armor	ArmorHead	1	1
Helmet Schematic 1	Blueprint_Head006_1	Blueprint	Blueprint	9999	1
Helmet Schematic 2	Blueprint_Head006_2	Blueprint	Blueprint	9999	1
Helmet Schematic 3	Blueprint_Head006_3	Blueprint	Blueprint	9999	1
Helmet Schematic 4	Blueprint_Head006_4	Blueprint	Blueprint	9999	1
Helzephyr Lux Saddle	SkillUnlock_HadesBird_Electric	Essential	Essential_PalGear	999999	0
Helzephyr Saddle	SkillUnlock_HadesBird	Essential	Essential_PalGear	999999	0
Herb Roasted Caprity	BakedMeat_BerryGoat	Food	FoodDishMeat	9999	1
Herb Roasted Lamball	GrilledSheepHerbs	Food	FoodDishMeat	9999	2
Herbil Effigy	Relic_05	Essential	Essential	9999	9
Herbil Headband	HeadEquip050	Armor	ArmorHead	1	99
Herbil's Harness	SkillUnlock_LeafMomonga	Essential	Essential_PalGear	9999	999
Hexolite	StainlessSteel	Material	MaterialIngot	9999	4
Hexolite Armor	SFArmor	Armor	ArmorBody	1	4
Hexolite Armor	SFArmor_2	Armor	ArmorBody	1	4
Hexolite Armor	SFArmor_3	Armor	ArmorBody	1	4
Hexolite Armor	SFArmor_4	Armor	ArmorBody	1	4
Hexolite Armor	SFArmor_5	Armor	ArmorBody	1	4
Hexolite Armor Schematic 1	Blueprint_SFArmor_2	Blueprint	Blueprint	9999	1
Hexolite Armor Schematic 2	Blueprint_SFArmor_3	Blueprint	Blueprint	9999	1
Hexolite Armor Schematic 3	Blueprint_SFArmor_4	Blueprint	Blueprint	9999	1
Hexolite Armor Schematic 4	Blueprint_SFArmor_5	Blueprint	Blueprint	9999	1
Hexolite Helmet	SFHelmet	Armor	ArmorHead	1	4
Hexolite Helmet	SFHelmet_2	Armor	ArmorHead	1	4
Hexolite Helmet	SFHelmet_3	Armor	ArmorHead	1	4
Hexolite Helmet	SFHelmet_4	Armor	ArmorHead	1	4
Hexolite Helmet	SFHelmet_5	Armor	ArmorHead	1	4
Hexolite Helmet Schematic 1	Blueprint_SFHelmet_2	Blueprint	Blueprint	9999	1
Hexolite Helmet Schematic 2	Blueprint_SFHelmet_3	Blueprint	Blueprint	9999	1
Hexolite Helmet Schematic 3	Blueprint_SFHelmet_4	Blueprint	Blueprint	9999	1
Hexolite Helmet Schematic 4	Blueprint_SFHelmet_5	Blueprint	Blueprint	9999	1
Hexolite Quartz	RainbowCrystal	Material	MaterialOre	9999	1
High Grade Medical Supplies	LuxuryMedicines	Consume	Medicine	9999	3
High Quality Bait	FishingBait_2	Consume	NONE	9999	1
High Quality Cloth	Cloth2	Material	MaterialProccessing	9999	2
High Quality Pal Oil	PalOil	Material	MaterialMonster	9999	1
High Quality Recovery Meds	Potion_High	Consume	Drug	9999	4
High Quality Wooden Board	HighGrade_Processed_Wood	Material	MaterialProccessing	9999	4
Hip Lantern	Lantern	Essential	NONE	9999	1
Homeward Thundercloud	Homeward	Consume	ReturnToBaseCamp	9999	2
Homing Module	SphereModule_Homing	SphereModule	SphereModule	1	10
Homing Sphere Launcher	HomingSphereLauncher	Weapon	WeaponRocketLauncher	1	4
Honey	Honey	Food	FoodVegetable	9999	1
Hop	Hop	Food	FoodVegetable	9999	1
Horn	Horn	Material	MaterialMonster	9999	1
Horns of Supremacy	HeadEquip041	Armor	ArmorHead	1	99
Hot Dog	HotDog	Food	FoodDishMeat	9999	2
Hot Milk	HotMilk	Food	FoodDishMeat	9999	1
Huge Common Egg	PalEgg_Normal_05	Material	MaterialPalEgg	1	1
Huge Damp Egg	PalEgg_Water_05	Material	MaterialPalEgg	1	1
Huge Dark Egg	PalEgg_Dark_05	Material	MaterialPalEgg	1	1
Huge Dragon Egg	PalEgg_Dragon_05	Material	MaterialPalEgg	1	1
Huge Dung	Unko_L	Material	MaterialJewelry	9999	1
Huge Electric Egg	PalEgg_Electricity_05	Material	MaterialPalEgg	1	1
Huge Feed Bag	AutoMealPouch_Tier4	Essential	Essential_UnlockPlayerFuture	9999	3
Huge Frozen Egg	PalEgg_Ice_05	Material	MaterialPalEgg	1	1
Huge Mutated Egg	PalEgg_MutationPal	Material	MaterialPalEgg	1	1
Huge Mutated Egg	PalEgg_MutationPal_05	Material	MaterialPalEgg	1	1
Huge Ominous Egg	PalEgg_WorldTree_05	Material	MaterialPalEgg	1	1
Huge Rocky Egg	PalEgg_Earth_05	Material	MaterialPalEgg	1	1
Huge Scorching Egg	PalEgg_Fire_05	Material	MaterialPalEgg	1	1
Huge Verdant Egg	PalEgg_Leaf_05	Material	MaterialPalEgg	1	1
Hyper Glider	Glider_Legendary	Glider	Glider	1	4
Hyper Glider	Glider_Tera	Glider	Glider	1	4
Hyper Grappling Gun	GrapplingGun4	Weapon	WeaponGrapplingGun	1	4
Hyper Shield	Shield_04	Armor	Shield	1	4
Hyper Sphere	PalSphere_Tera	SpecialWeapon	SPWeaponCaptureBall	9999	4
Ice Awakening Crystal	PalAwakening_Ice	Consume	NONE	9999	10
Ice Emperor's Baton	Otomo_ATIce_ElementBoost_1	Accessory	Accessory	1	3
Ice Emperor's Baton Schematic	Blueprint_Otomo_ATIce_ElementBoost_1	Blueprint	Blueprint	9999	8
Ice Grenade	FragGrenade_Ice	Weapon	WeaponThrowObject	9999	2
Ice Kingpaca Bounty Token	BossDefeatReward_KingAlpaca_Ice	Essential	NONE	9999	1
Ice Organ	IceOrgan	Material	MaterialMonster	9999	1
Ice Radiant Gem	PalAwakening_Material_Ice	Material	MaterialMonster	9999	5
Ice Skill Fruit: Absolute Frost	SkillCard_IceAge	Consume	ConsumeWazaMachine	9999	1
Ice Skill Fruit: Blizzard Spike	SkillCard_IcicleThrow	Consume	ConsumeWazaMachine	9999	1
Ice Skill Fruit: Crystal Breath	SkillCard_FrostBreath	Consume	ConsumeWazaMachine	9999	1
Ice Skill Fruit: Diamond Rain	SkillCard_DiamondFall	Consume	ConsumeWazaMachine	9999	1
Ice Skill Fruit: Freeze Wall	SkillCard_IceWall	Consume	ConsumeWazaMachine	9999	1
Ice Skill Fruit: Ice Missile	SkillCard_IceMissile	Consume	ConsumeWazaMachine	9999	1
Ice Skill Fruit: Iceberg	SkillCard_BlizzardLance	Consume	ConsumeWazaMachine	9999	1
Ice Skill Fruit: Icicle Bullet	SkillCard_IciclePierce	Consume	ConsumeWazaMachine	9999	1
Ice Skill Fruit: Icicle Cutter	SkillCard_IceBlade	Consume	ConsumeWazaMachine	9999	1
Ice Skill Fruit: Icicle Line	SkillCard_IcicleLine	Consume	ConsumeWazaMachine	9999	1
Ice Support Whistle	Otomo_ElementBoost_Ice_1	Accessory	Accessory	1	2
Ice Support Whistle	Otomo_ElementBoost_Ice_2	Accessory	Accessory	1	2
Ice Support Whistle	Otomo_ElementBoost_Ice_3	Accessory	Accessory	1	2
Ice Support Whistle Schematic	Blueprint_Otomo_ElementBoost_Ice_1_2	Blueprint	Blueprint	9999	8
Icelyn Hat	HeadEquip060	Armor	ArmorHead	1	99
Implant: Ace Swimmer	PalPassiveSkillChange_SwimSpeed_up_2	Essential	NONE	9999	4
Implant: Artisan	PalPassiveSkillChange_CraftSpeed_up2	Essential	NONE	9999	4
Implant: Brave	PalPassiveSkillChange_PAL_ALLAttack_up1	Essential	NONE	9999	4
Implant: Burly Body	PalPassiveSkillChange_Deffence_up2	Essential	NONE	9999	4
Implant: Dainty Eater	PalPassiveSkillChange_PAL_FullStomach_Down_1	Essential	NONE	9999	4
Implant: Demon God	PalPassiveSkillChange_PAL_ALLAttack_up3	Essential	NONE	9999	4
Implant: Diamond Body	PalPassiveSkillChange_Deffence_up3	Essential	NONE	9999	4
Implant: Diet Lover	PalPassiveSkillChange_PAL_FullStomach_Down_2	Essential	NONE	9999	4
Implant: Eternal Engine	PalPassiveSkillChange_Stamina_Up_3	Essential	NONE	9999	4
Implant: Ferocious	PalPassiveSkillChange_PAL_ALLAttack_up2	Essential	NONE	9999	4
Implant: Fine Furs	PalPassiveSkillChange_SalePrice_Up_2	Essential	NONE	9999	4
Implant: Fit as a Fiddle	PalPassiveSkillChange_Stamina_Up_2	Essential	NONE	9999	4
Implant: Hard Skin	PalPassiveSkillChange_Deffence_up1	Essential	NONE	9999	4
Implant: Healing Coach	PalPassiveSkillChange_AutoHPRegeneRate_Passive	Essential	NONE	9999	4
Implant: Heart of the Immovable King	PalPassiveSkillChange_PAL_Sanity_Down_3	Essential	NONE	9999	4
Implant: Impatient	PalPassiveSkillChange_CoolTimeReduction_Up_2	Essential	NONE	9999	4
Implant: Infinite Stamina	PalPassiveSkillChange_Stamina_Up_1	Essential	NONE	9999	4
Implant: Insomnia	PalPassiveSkillChange_Nocturnal	Essential	NONE	9999	4
Implant: Logging Foreman	PalPassiveSkillChange_TrainerLogging_up1	Essential	NONE	9999	4
Implant: Mastery of Fasting	PalPassiveSkillChange_PAL_FullStomach_Down_3	Essential	NONE	9999	4
Implant: Mercy Hit	PalPassiveSkillChange_NonKilling	Essential	NONE	9999	4
Implant: Mine Foreman	PalPassiveSkillChange_TrainerMining_up1	Essential	NONE	9999	4
Implant: Motivational Leader	PalPassiveSkillChange_TrainerWorkSpeed_UP_1	Essential	NONE	9999	4
Implant: Musclehead	PalPassiveSkillChange_Noukin	Essential	NONE	9999	4
Implant: Nimble	PalPassiveSkillChange_MoveSpeed_up_1	Essential	NONE	9999	4
Implant: Noble	PalPassiveSkillChange_SalePrice_Up_1	Essential	NONE	9999	4
Implant: Philanthropist	PalPassiveSkillChange_HatchingSpeed_Up	Essential	NONE	9999	4
Implant: Positive Thinker	PalPassiveSkillChange_PAL_Sanity_Down_1	Essential	NONE	9999	4
Implant: Reload Master	PalPassiveSkillChange_ReloadSpeedUp_Passive	Essential	NONE	9999	4
Implant: Remarkable Craftsmanship	PalPassiveSkillChange_CraftSpeed_up3	Essential	NONE	9999	4
Implant: Runner	PalPassiveSkillChange_MoveSpeed_up_2	Essential	NONE	9999	4
Implant: Serenity	PalPassiveSkillChange_CoolTimeReduction_Up_1	Essential	NONE	9999	4
Implant: Serious	PalPassiveSkillChange_CraftSpeed_up1	Essential	NONE	9999	4
Implant: Sleek Stroke	PalPassiveSkillChange_SwimSpeed_up_1	Essential	NONE	9999	4
Implant: Stronghold Strategist	PalPassiveSkillChange_TrainerDEF_UP_1	Essential	NONE	9999	4
Implant: Swift	PalPassiveSkillChange_MoveSpeed_up_3	Essential	NONE	9999	4
Implant: Vanguard	PalPassiveSkillChange_TrainerATK_UP_1	Essential	NONE	9999	4
Implant: Wellness Watcher	PalPassiveSkillChange_PlayerSP_DecreaseRate_Passive	Essential	NONE	9999	4
Implant: Work Slave	PalPassiveSkillChange_PAL_CorporateSlave	Essential	NONE	9999	4
Implant: Workaholic	PalPassiveSkillChange_PAL_Sanity_Down_2	Essential	NONE	9999	4
Incendiary Grenade	FragGrenade_Fire	Weapon	WeaponThrowObject	9999	2
Ingot	CopperIngot	Material	MaterialIngot	9999	1
Innovative Technical Manual	TechnologyBook_G2	Consume	ConsumeTechnologyBook	9999	5
Intermediate Fishing Rod (Cattiva)	FishingRod_02_1	Weapon	NONE	1	3
Intermediate Fishing Rod (Croajiro)	FishingRod_02_2	Weapon	NONE	1	3
Intermediate Fishing Rod (Croajiro) Schematic	Blueprint_FishingRod_02_2	Blueprint	Blueprint	9999	1
Islander's Tool Belt	Accessory_WKMC_1	Accessory	Accessory	1	3
Islander's Tool Belt Schematic	Blueprint_Accessory_WKMC_1	Blueprint	Blueprint	9999	8
Jam-Filled Bun	JamBun	Food	FoodDishVegetable	9999	2
Jelliette Bell Flesh	Meat_JellyfishFairy	Food	FoodMeat	9999	3
Jelliette Hat	HeadEquip053	Armor	ArmorHead	1	99
Jelliette's Jiggly Jelly	JellyfishFairy_jelly	Food	FoodDishFish	9999	2
Jellroy Bell Flesh	Meat_JellyfishGhost	Food	FoodMeat	9999	3
Jellroy's Jolly Jelly	JellyfishGhost_jelly	Food	FoodDishFish	9999	2
Jetragon Bounty Token	BossDefeatReward_JetDragon	Essential	NONE	9999	1
Jetragon's Missile Launcher	SkillUnlock_JetDragon	Essential	Essential_PalGear	999999	0
Jetragon's Talisman	Otomo_DFDragon_ElementBoost_1	Accessory	Accessory	1	3
Jetragon's Talisman Schematic	Blueprint_Otomo_DFDragon_ElementBoost_1	Blueprint	Blueprint	9999	8
Jolthog Cryst's Gloves	SkillUnlock_Hedgehog_Ice	Essential	Essential_PalGear	999999	999
Jolthog's Gloves	SkillUnlock_Hedgehog	Essential	Essential_PalGear	999999	999
Jormuntide Bounty Token	BossDefeatReward_Umihebi	Essential	NONE	9999	1
Jormuntide Ignis Saddle	SkillUnlock_Umihebi_Fire	Essential	Essential_PalGear	999999	0
Jormuntide Saddle	SkillUnlock_Umihebi	Essential	Essential_PalGear	999999	0
Katana	Katana	Weapon	WeaponMelee	1	4
Katana	Katana_2	Weapon	WeaponMelee	1	4
Katana	Katana_3	Weapon	WeaponMelee	1	4
Katana	Katana_4	Weapon	WeaponMelee	1	4
Katana	Katana_5	Weapon	WeaponMelee	1	4
Katana Schematic 1	Blueprint_Katana_2	Blueprint	Blueprint	9999	1
Katana Schematic 2	Blueprint_Katana_3	Blueprint	Blueprint	9999	1
Katana Schematic 3	Blueprint_Katana_4	Blueprint	Blueprint	9999	1
Katana Schematic 4	Blueprint_Katana_5	Blueprint	Blueprint	9999	1
Katress Bounty Token	BossDefeatReward_CatMage	Essential	NONE	9999	1
Katress Cap	Head017	Armor	ArmorHead	1	1
Katress Cap	Head017_2	Armor	ArmorHead	1	1
Katress Cap	Head017_3	Armor	ArmorHead	1	1
Katress Cap	Head017_4	Armor	ArmorHead	1	1
Katress Cap	Head017_5	Armor	ArmorHead	1	1
Katress Cap Schematic 1	Blueprint_Head017_1	Blueprint	Blueprint	9999	1
Katress Cap Schematic 1	Blueprint_Head017_5	Blueprint	Blueprint	9999	1
Katress Cap Schematic 2	Blueprint_Head017_2	Blueprint	Blueprint	9999	1
Katress Cap Schematic 3	Blueprint_Head017_3	Blueprint	Blueprint	9999	1
Katress Cap Schematic 4	Blueprint_Head017_4	Blueprint	Blueprint	9999	1
Katress Hair	PalItem_CatMage	Material	MaterialMonster	9999	1
Katress Ring	Accessory_Otomo_Dark_1	Accessory	Accessory	1	3
Katress Ring Schematic	Blueprint_Accessory_Otomo_Dark_1	Blueprint	Blueprint	9999	8
Key Sphere of Envy	KeySphere_01	Essential	Essential	99999999	0
Key Sphere of Gluttony	KeySphere_05	Essential	Essential	99999999	0
Key Sphere of Greed	KeySphere_03	Essential	Essential	99999999	0
Key Sphere of Lust	KeySphere_06	Essential	Essential	99999999	0
Key Sphere of Original Sin	KeySphere_08	Essential	Essential	99999999	0
Key Sphere of Pride	KeySphere_02	Essential	Essential	99999999	0
Key Sphere of Sloth	KeySphere_04	Essential	Essential	99999999	0
Key Sphere of Wrath	KeySphere_07	Essential	Essential	99999999	0
Killamari Cap	HeadEquip026	Armor	ArmorHead	1	1
Killamari Cap	HeadEquip026_2	Armor	ArmorHead	1	1
Killamari Cap	HeadEquip026_3	Armor	ArmorHead	1	1
Killamari Cap	HeadEquip026_4	Armor	ArmorHead	1	1
Killamari Cap	HeadEquip026_5	Armor	ArmorHead	1	1
Killamari Cap Schematic 1	Blueprint_HeadEquip026_1	Blueprint	Blueprint	9999	1
Killamari Cap Schematic 1	Blueprint_HeadEquip026_5	Blueprint	Blueprint	9999	1
Killamari Cap Schematic 2	Blueprint_HeadEquip026_2	Blueprint	Blueprint	9999	1
Killamari Cap Schematic 3	Blueprint_HeadEquip026_3	Blueprint	Blueprint	9999	1
Killamari Cap Schematic 4	Blueprint_HeadEquip026_4	Blueprint	Blueprint	9999	1
Killamari Primo's Gloves	SkillUnlock_NegativeOctopus_Neutral	Essential	Essential_PalGear	999999	999
Killamari Tentacle	PalItem_NegativeOctopus	Material	MaterialMonster	9999	1
Killamari's Gloves	SkillUnlock_NegativeOctopus	Essential	Essential_PalGear	999999	999
Kingpaca Bounty Token	BossDefeatReward_KingAlpaca	Essential	NONE	9999	1
Kingpaca Cryst Saddle	SkillUnlock_KingAlpaca_Ice	Essential	Essential_PalGear	999999	0
Kingpaca Headband	HeadEquip051	Armor	ArmorHead	1	99
Kingpaca Saddle	SkillUnlock_KingAlpaca	Essential	Essential_PalGear	999999	0
Kinship Peach	AffectionFruit_01	Consume	NONE	9999	4
Kitsun Noct Bounty Token	BossDefeatReward_AmaterasuWolf_Dark	Essential	NONE	9999	1
Kitsun Noct Saddle	SkillUnlock_AmaterasuWolf_Dark	Essential	Essential_PalGear	9999	0
Kitsun Saddle	SkillUnlock_AmaterasuWolf	Essential	Essential_PalGear	999999	0
Knocklem Bounty Token	BossDefeatReward_WingGolem	Essential	NONE	9999	1
Kuprok Bounty Token	BossDefeatReward_RockBeast	Essential	NONE	9999	1
Kuprok Cryst Bounty Token	BossDefeatReward_RockBeast_Ice	Essential	NONE	9999	1
Laboratory Chair Schematic	Blueprint_SF_Chair	Blueprint	Blueprint	9999	1
Laboratory Desk Schematic	Blueprint_SF_Desk	Blueprint	Blueprint	9999	1
Lamball Effigy	Relic_01	Essential	Essential	9999	9
Lamball Helm	HeadEquip029	Armor	ArmorHead	1	99
Lamball Kebab	BakedMeat_SheepBall	Food	FoodDishMeat	9999	1
Lamball Mutton	Meat_SheepBall	Food	FoodMeat	9999	1
Large Common Egg	PalEgg_Normal_03	Material	MaterialPalEgg	1	1
Large Common Egg	PalEgg_Normal_04	Material	MaterialPalEgg	1	1
Large Damp Egg	PalEgg_Water_03	Material	MaterialPalEgg	1	1
Large Damp Egg	PalEgg_Water_04	Material	MaterialPalEgg	1	1
Large Dark Egg	PalEgg_Dark_03	Material	MaterialPalEgg	1	1
Large Dark Egg	PalEgg_Dark_04	Material	MaterialPalEgg	1	1
Large Dragon Egg	PalEgg_Dragon_03	Material	MaterialPalEgg	1	1
Large Dragon Egg	PalEgg_Dragon_04	Material	MaterialPalEgg	1	1
Large Electric Egg	PalEgg_Electricity_03	Material	MaterialPalEgg	1	1
Large Electric Egg	PalEgg_Electricity_04	Material	MaterialPalEgg	1	1
Large Feed Bag	AutoMealPouch_Tier3	Essential	Essential_UnlockPlayerFuture	9999	2
Large Frozen Egg	PalEgg_Ice_03	Material	MaterialPalEgg	1	1
Large Frozen Egg	PalEgg_Ice_04	Material	MaterialPalEgg	1	1
Large Mutated Egg	PalEgg_MutationPal_03	Material	MaterialPalEgg	1	1
Large Mutated Egg	PalEgg_MutationPal_04	Material	MaterialPalEgg	1	1
Large Ominous Egg	PalEgg_WorldTree_03	Material	MaterialPalEgg	1	1
Large Ominous Egg	PalEgg_WorldTree_04	Material	MaterialPalEgg	1	1
Large Pal Soul	PalUpgradeStone3	Material	MaterialMonster	9999	2
Large Pouch	AdditionalInventory_003	Essential	NONE	9999	3
Large Rocky Egg	PalEgg_Earth_03	Material	MaterialPalEgg	1	1
Large Rocky Egg	PalEgg_Earth_04	Material	MaterialPalEgg	1	1
Large Scorching Egg	PalEgg_Fire_03	Material	MaterialPalEgg	1	1
Large Scorching Egg	PalEgg_Fire_04	Material	MaterialPalEgg	1	1
Large Verdant Egg	PalEgg_Leaf_03	Material	MaterialPalEgg	1	1
Large Verdant Egg	PalEgg_Leaf_04	Material	MaterialPalEgg	1	1
Laser Gatling Cartridge	LaserGatlingBullet	Ammo	ConsumeBullet	9999	4
Laser Gatling Gun	LaserGatlingGun	Weapon	WeaponGatlingGun	1	1
Laser Gatling Gun	LaserGatlingGun_2	Weapon	WeaponGatlingGun	1	1
Laser Gatling Gun	LaserGatlingGun_3	Weapon	WeaponGatlingGun	1	1
Laser Gatling Gun	LaserGatlingGun_4	Weapon	WeaponGatlingGun	1	1
Laser Gatling Gun	LaserGatlingGun_5	Weapon	WeaponGatlingGun	1	1
Laser Gatling Gun Schematic 1	Blueprint_LaserGatlingGun_2	Blueprint	Blueprint	9999	1
Laser Gatling Gun Schematic 2	Blueprint_LaserGatlingGun_3	Blueprint	Blueprint	9999	1
Laser Gatling Gun Schematic 3	Blueprint_LaserGatlingGun_4	Blueprint	Blueprint	9999	1
Laser Gatling Gun Schematic 4	Blueprint_LaserGatlingGun_5	Blueprint	Blueprint	9999	1
Laser Rifle	LaserRifle	Weapon	WeaponAssaultRifle	1	4
Laser Rifle	LaserRifle_2	Weapon	WeaponAssaultRifle	1	4
Laser Rifle	LaserRifle_3	Weapon	WeaponAssaultRifle	1	4
Laser Rifle	LaserRifle_4	Weapon	WeaponAssaultRifle	1	4
Laser Rifle	LaserRifle_5	Weapon	WeaponAssaultRifle	1	4
Laser Rifle Schematic 1	Blueprint_LaserRifle_2	Blueprint	Blueprint	9999	1
Laser Rifle Schematic 2	Blueprint_LaserRifle_3	Blueprint	Blueprint	9999	1
